year,company,facility,city,province,naics,amount
2021,Prospec Chemicals Co.,PROSPEC CHEMICALS - STURGEON COUNTY,Sturgeon County,Alberta,325110,2.0709
2020,ArcelorMittal Exploitation Minière Canada s.e.n.c.,Usine de Bouletage de Port-Cartier,PORT-CARTIER,Quebec,212210,4707.163
2021,ArcelorMittal Exploitation Minière Canada s.e.n.c.,Usine de Bouletage de Port-Cartier,Port-Cartier,Quebec,212210,4729.894
2020,Produits forestiers Résolu,PFR Baie-Comeau,BAIE-COMEAU,Quebec,322122,116.482
2020,Redpath Sugar Ltd,Toronto Refinery,TORONTO,Ontario,311310,113.524
2021,Redpath Sugar Ltd,Toronto Refinery,Toronto,Ontario,311310,117.992
2020,Ne pas prendre - Alcoa Canada Co.,Aluminerie de Baie-Comeau,BAIE-COMEAU,Quebec,331313,24.287
2021,Ne pas prendre - Alcoa Canada Co.,Aluminerie de Baie-Comeau,Baie-Comeau,Quebec,331313,33.582
2020,Canadian Kraft Paper Industries Ltd.,Canadian Kraft Paper Industries Ltd.,The Pas,Manitoba,322121,261.671
2021,Canadian Kraft Paper Industries Ltd.,Canadian Kraft Paper Industries Ltd.,The Pas,Manitoba,322121,234.675
2020,Darling International Canada Inc.,Moorefield,MOOREFIELD,Ontario,311614,21.093
2021,Darling International Canada Inc.,Moorefield,Moorefield,Ontario,311614,23.066
2020,Rain Carbon Canada Inc.,Rain Carbon Canada Inc.,HAMILTON,Ontario,325190,23.328
2021,Rain Carbon Canada Inc.,Rain Carbon Canada Inc.,Hamilton,Ontario,325190,23.98
2020,"ERCO Worldwide, A division of Superior Plus LP",Saskatoon Plant,SASKATOON,Saskatchewan,325181,11.9
2021,ERCO Worldwide LP,Saskatoon Plant,Saskatoon,Saskatchewan,325181,12.05
2020,Yara Belle Plaine Inc.,Yara Belle Plaine Inc.,BELLE PLAINE,Saskatchewan,325313,756.3
2021,Yara Belle Plaine Inc.,Yara Belle Plaine Inc.,Belle Plaine,Saskatchewan,325313,533.3
2020,Saskatchewan Power Corporation,Poplar River Power Station,CORONACH,Saskatchewan,221112,9941.916
2021,Saskatchewan Power Corporation,Poplar River Power Station,Coronach,Saskatchewan,221112,14004.937
2020,Saskatchewan Power Corporation,Boundary Dam Power Station,ESTEVAN,Saskatchewan,221112,8151.049
2021,Saskatchewan Power Corporation,Boundary Dam Power Station,Estevan,Saskatchewan,221112,9170.501
2020,Saskatchewan Power Corporation,Shand Power Station,ESTEVAN,Saskatchewan,221112,2382.017
2021,Saskatchewan Power Corporation,Shand Power Station,Estevan,Saskatchewan,221112,3052.767
2020,Saskatchewan Power Corporation,Queen Elizabeth Power Station,SASKATOON,Saskatchewan,221112,1246.256
2021,Saskatchewan Power Corporation,Queen Elizabeth Power Station,Saskatoon,Saskatchewan,221112,1116.217
2020,Diageo Canada Inc.,Gimli Plant,GIMLI,Manitoba,312140,77.64
2021,Diageo Canada Inc.,Gimli Plant,Gimli,Manitoba,312140,74.2
2020,PIERIDAE ALBERTA PRODUCTION LTD.,Waterton Complex,PINCHER CREEK,Alberta,211110,438.519
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Waterton Complex,Pincher Creek,Alberta,211110,400.089
2020,PIERIDAE ALBERTA PRODUCTION LTD.,Jumping Pound Complex,CALGARY,Alberta,211110,455.534816
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Jumping Pound Complex,Calgary,Alberta,211110,319.275
2020,PIERIDAE ALBERTA PRODUCTION LTD.,Caroline Complex,CAROLINE,Alberta,211110,152.29
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Caroline Complex,Caroline,Alberta,211110,136.0394
2020,Canadian Natural Upgrading Ltd,CNUL Peace River Complex,PEACE RIVER,Alberta,211141,579.837
2021,Canadian Natural Upgrading Ltd,CNUL Peace River Complex,Peace River,Alberta,211141,288.98138
2020,Sherritt International Corporation,Fort Saskatchewan,FORT SASKATCHEWAN,Alberta,331410,1357.61
2021,Sherritt International Corporation,Fort Saskatchewan,Fort Saskatchewan,Alberta,331410,1507.389
2020,Agrium Inc.,Redwater Fertilizer Operations,STURGEON COUNTY,Alberta,325313,758.23
2021,Agrium Inc.,Redwater Fertilizer Operations,Sturgeon County,Alberta,325313,734.9
2020,Compass Minerals Canada Corporation,UNITY PLANT,UNITY,Saskatchewan,212393,29.14
2021,Compass Minerals Canada Corporation,UNITY PLANT,Unity,Saskatchewan,212393,31.24
2020,Spectra Anodizing Ltd.,SPECTRA ANODIZING - WOODBRIDGE,WOODBRIDGE,Ontario,332810,1.209
2021,Spectra Anodizing Ltd.,SPECTRA ANODIZING - WOODBRIDGE,Woodbridge,Ontario,332810,1.272
2020,Rayonier A.M. Canada G.P.,Kapuskasing Operations,KAPUSKASING,Ontario,322122,255.782
2021,Produits Forestiers GreenFirst (QC) Inc. / GreenFirst Forest Products (QC) Inc.,Kapuskasing Operations,Kapuskasing,Ontario,322122,248.849
2020,AV Group NB Inc.,Nackawic Mill,NACKAWIC,New Brunswick,322112,479.1948
2021,AV Group NB Inc. - Nackawic Mill,Nackawic Mill,Nackawic,New Brunswick,322112,526.9683
2020,CRH Canada Group Inc.,Mississauga Cement Plant,MISSISSAUGA,Ontario,327310,1814.46
2021,CRH Canada Group Inc.,Mississauga Cement Plant,Mississauga,Ontario,327310,2077.99
2021,National Silicates Partnership,Surrey,Surrey,British Columbia,325189,0.4688
2020,Keyera Corp,Simonette Gas Plant,SIMONETTE,Alberta,211110,201.552
2021,Keyera Corp,Simonette Gas Plant,Simonette,Alberta,211110,155.6785
2020,Suncor Energy Oil Sands Limited Partnership,Suncor Energy Inc. Oil Sands,FORT MCMURRAY,Alberta,211142,11933.570228
2021,Suncor Energy Oil Sands Limited Partnership ,Suncor Energy Inc. Oil Sands,Fort McMurray,Alberta,211142,11282.50699
2020,Terra International (Canada) Inc.,CF Industries Courtright Nitrogen Complex,COURTRIGHT,Ontario,325313,587.7702
2021,Terra International (Canada) Inc.,CF Industries Courtright Nitrogen Complex,Courtright,Ontario,325313,663.2907
2020,City of Toronto,Ashbridges Bay Treatment Plant,TORONTO,Ontario,221320,35.8
2021,City of Toronto,Ashbridges Bay Treatment Plant,Toronto,Ontario,221320,32.8
2020,Syncrude Canada Ltd.,Syncrude Canada Ltd,Fort McMurray,Alberta,211142,15739.989
2021,Syncrude Canada Ltd.,Syncrude Canada Ltd,Fort McMurray,Alberta,211142,12957.461
2020,TransAlta Generation Partnership,Sundance Thermal Electric Power Generating Plant,DUFFIELD,Alberta,221112,1637.89
2021,TransAlta Generation Partnership,Sundance Thermal Electric Power Generating Plant,Duffield,Alberta,221112,2554.3
2020,TransAlta Generation Partnership,Keephills Thermal Electric Power Generating Plant,DUFFIELD,Alberta,221112,10267.07
2021,TransAlta Generation Partnership,Keephills Thermal Electric Power Generating Plant,Duffield,Alberta,221112,6297.21
2020,Dow Chemical Canada ULC,Prentiss Manufacturing Facility,LACOMBE COUNTY,Alberta,325210,15.5445
2021,Dow Chemical Canada ULC,Prentiss Manufacturing Facility,Lacombe County,Alberta,325210,16.0306
2020,Lanxess Canada Co./Cie,Elmira Facility,ELMIRA,Ontario,325999,6.215
2021,Lanxess Canada Co./Cie,Elmira Facility,Elmira,Ontario,325999,7.876
2020,West Coast Reduction Ltd.,West Coast Reduction Ltd.,Vancouver,British Columbia,311614,26.03
2021,West Coast Reduction Ltd.,West Coast Reduction Ltd.,Vancouver,British Columbia,311614,26.39
2020,Myra Falls Mine Ltd,Myra Falls Mine Ltd,CAMPBELL RIVER,British Columbia,212233,185.65079
2021,Myra Falls Mine Ltd,Myra Falls Mine Ltd,Campbell River,British Columbia,212233,327.148
2020,Potash Corporation of Saskatchewan Inc.,Potash Corp - Allan Division,ALLAN,Saskatchewan,212396,44.034
2021,Potash Corporation of Saskatchewan Inc.,Potash Corp - Allan Division,Allan,Saskatchewan,212396,42.315
2020,W. R. Grace Canada Corp.,W.R. Grace Canada Corp.,SALABERRY-DE-VALLEYFIELD,Quebec,325999,47.18
2021,W. R. Grace Canada Corp.,W.R. Grace Canada Corp.,Salaberry-de-Valleyfield,Quebec,325999,42.403
2020,Mintech Canada Ltd.,Usine de PCC de Windsor,WINDSOR,Quebec,327990,80.821
2021,Mintech Canada Ltd.,Usine de PCC de Windsor,Windsor,Quebec,327990,0.6659999999999999
2020,"ERCO Worldwide, A division of Superior Plus LP",Buckingham plant,GATINEAU,Quebec,325189,0.032
2021,ERCO Worldwide LP,Buckingham plant,Gatineau,Quebec,325189,0.013999999999999999
2020,Kruger Wayagamack S.E.C.,Kruger Wayagamack Inc.,TROIS-RIVIÈRES,Quebec,322121,176.6
2021,Kruger Wayagamack S.E.C.,Kruger Wayagamack Inc.,Trois-Rivières,Quebec,322121,166.2
2020,"Koch Fertilizer Canada, ULC","Koch Fertilizer Canada, ULC",BRANDON,Manitoba,325313,795.293
2021,"Koch Fertilizer Canada, ULC","Koch Fertilizer Canada, ULC",Brandon,Manitoba,325313,878.489
2020,Spray Lake Sawmills (1980) Ltd.,Spray Lake Sawmills (1980) Ltd.,COCHRANE,Alberta,321114,5.0504
2021,Spray Lake Sawmills (1980) Ltd.,Spray Lake Sawmills (1980) Ltd.,Cochrane,Alberta,321114,6.3604
2020,Cascades Canada ULC,"Cascades Groupe Tissu Candiac, une division de Cascades Canada ULC",CANDIAC,Quebec,322121,36.67
2021,Cascades Canada ULC,"Cascades Groupe Tissu Candiac, une division de Cascades Canada ULC",Candiac,Quebec,322121,37.8
2020,"Clean Harbors Canada, Inc.","Clean Harbors Canada, Inc",CORUNNA,Ontario,562210,101.071
2021,"Clean Harbors Canada, Inc.","Clean Harbors Canada, Inc",Corunna,Ontario,562210,129.461
2020,West Fraser Mills Ltd.,Quesnel River Pulp,QUESNEL,British Columbia,322111,54.748
2021,West Fraser Mills Ltd.,Quesnel River Pulp,Quesnel,British Columbia,322111,51.9944
2020,Alberta Distillers Ltd.,ALBERTA DISTILLERS,CALGARY,Alberta,312140,53.84
2021,Alberta Distillers Ltd.,ALBERTA DISTILLERS,Calgary,Alberta,312140,59.42
2020,"Irving Pulp & Paper, Limited","Irving Pulp & Paper, Limited",SAINT JOHN,New Brunswick,322112,1040.685
2021,"Irving Pulp & Paper, Limited","Irving Pulp & Paper, Limited",Saint John,New Brunswick,322112,969.517527
2020,AV Terrace Bay Inc.,AV Terrace Bay,TERRACE BAY,Ontario,322112,901.0486
2021,AV Terrace Bay Inc.,AV Terrace Bay,Terrace Bay,Ontario,322112,919.848
2020,Johns Manville Canada Inc.,Innisfail Plant,INNISFAIL,Alberta,327214,20.26414
2021,Johns Manville Canada Inc.,Innisfail Plant,Innisfail,Alberta,327214,21.45766
2020,Birla Carbon Canada Ltd.,Birla Carbon Canada Ltd.,HAMILTON,Ontario,325189,895.622
2021,Birla Carbon Canada Ltd.,Birla Carbon Canada Ltd.,Hamilton,Ontario,325189,895.622
2020,Chemtrade Logistics Inc.,Chemtrade - Prince George Acid,PRINCE GEORGE,British Columbia,325189,0.123
2021,Chemtrade Logistics Inc.,Chemtrade - Prince George Acid,prince george,British Columbia,325189,0.12
2020,Moose Jaw Refinery Partnership,Moose Jaw Refinery,MOOSE JAW,Saskatchewan,324110,95.939
2021,Moose Jaw Refinery Partnership,Moose Jaw Refinery,Moose Jaw,Saskatchewan,324110,119.333
2020,EVRAZ Inc NA Canada,EVRAZ Inc NA Canada - Regina Facilities,REGINA,Saskatchewan,331110,408.7595
2021,EVRAZ Inc NA Canada,EVRAZ Inc NA Canada - Regina Facilities,RM of Sherwood,Saskatchewan,331110,382.8852
2020,Weyerhaeuser Company Limited,Drayton Valley Sawmill,DRAYTON VALLEY,Alberta,321111,7.11
2021,Weyerhaeuser Company Limited,Drayton Valley Sawmill,Drayton Valley,Alberta,321111,7.51
2020,Weyerhaeuser Company Limited,Edson O.S.B.,EDSON,Alberta,321217,94.135
2021,Weyerhaeuser Company Limited,Edson O.S.B.,Edson,Alberta,321217,75.235
2020,Parkland Refining (B.C.) Ltd.,Burnaby Refinery,BURNABY,British Columbia,324110,178.3
2021,Parkland Refining (B.C.) Ltd.,Burnaby Refinery,Burnaby,British Columbia,324110,203.3
2020,Canlin Energy Corporation,Shell Panther Battery,,Alberta,211110,251.815
2021,Canlin Energy Corporation,Shell Panther Battery,na,Alberta,211110,213.677
2020,Rio Tinto Alcan Inc,Rio Tinto Alcan Inc.,Kitimat,British Columbia,331313,286.0
2021,Rio Tinto Alcan Inc,Rio Tinto Alcan Inc.,Kitimat,British Columbia,331313,163.85
2020,"ERCO Worldwide, A division of Superior Plus LP",Grande Prairie Plant,GRANDE PRAIRIE,Alberta,325189,0.593
2021,"ERCO Worldwide, A division of Superior Plus LP",Grande Prairie Plant,Grande Prairie,Alberta,325189,0.646
2020,Paccar du Canada Ltée.,Paccar usine Ste-Thérèse,STE-THERESE,Quebec,336990,5.487
2021,Paccar du Canada Ltée.,Paccar usine Ste-Thérèse,Ste-Therese,Quebec,336990,4.166
2020,Glencore Canada Corporation,Kidd Metallurgical Site,TIMMINS/DISTRICT OF COCHRANE,Ontario,212233,47.63
2021,Glencore,Kidd Metallurgical Site,Timmins/District of Cochrane,Ontario,212233,40.26
2020,Labatt Brewing Company Ltd,Labatt Brewing Company Ltd,LONDON,Ontario,312120,57.396
2021,Labatt Brewing Company Ltd,Labatt Brewing Company Ltd,London,Ontario,312120,55.976
2020,Olin Canada ULC,Usine de Bécancour,BÉCANCOUR,Quebec,325181,18.453
2021,Olin Canada ULC,Usine de Bécancour,Bécancour,Quebec,325181,18.668
2020,Orica Canada Inc.,Carseland Works,CARSELAND,Alberta,325313,222.56
2021,Orica Canada Inc.,Carseland Works,Carseland,Alberta,325313,239.55
2020,International Paper Company,International Paper Canadian Pulp Holdings ULC,Grande Prairie,Alberta,322112,658.745
2021,International Paper Company,International Paper Canadian Pulp Holdings ULC,Grande Prairie,Alberta,322112,672.19
2020,Stella-Jones Inc.,Usine de Delson,DELSON,Quebec,321114,6.264
2020,Domtar Inc.,Kamloops Mill (SFO),KAMLOOPS,British Columbia,322112,1194.089
2021,Domtar Inc.,Kamloops Mill (SFO),Kamloops,British Columbia,322112,1216.314
2020,Société en commandite Revenu Noranda,SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD,SALABERRY DE VALLEYFIELD,Quebec,331410,80.93
2021,Société en commandite Revenu Noranda,SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD,Salaberry de Valleyfield,Quebec,331410,73.214
2020,Rayonier A.M. Canada G.P.,Site de Témiscaming,TÉMISCAMING,Quebec,322112,612.865
2021,Rayonier A.M. Canada G.P.,Site de Témiscaming,Témiscaming,Quebec,322112,607.368
2020,Shell Canada Products ,Shell Scotford Refinery,FORT SASKATCHEWAN,Alberta,324110,797.516
2021,Shell Canada Products ,Shell Scotford Refinery,Fort Saskatchewan,Alberta,324110,751.339
2020,Shell Chemicals Canada,Scotford Chemical Plant,"FORT SASKATCHEWAN,STRATHCONA COUNTY",Alberta,325110,456.19
2021,Shell Chemicals Canada,Scotford Chemical Plant,"Fort Saskatchewan,Strathcona County",Alberta,325110,433.89
2020,Rio Tinto Alcan Inc,Usine Vaudreuil,Jonquiere,Quebec,331313,225.0
2021,Rio Tinto Alcan Inc,Usine Vaudreuil,Jonquiere,Quebec,331313,245.0
2020,Stelco Inc.,Hamilton,HAMILTON,Ontario,331110,1383.5705
2021,Stelco Inc.,Hamilton,Hamilton,Ontario,331110,1502.4186
2020,ArcelorMittal Produits Longs Canada s.e.n.c,ArcelorMittal Contrecoeur Ouest,CONTRECOEUR,Quebec,331110,96.81
2021,ArcelorMittal Produits Longs Canada s.e.n.c,ArcelorMittal Contrecoeur Ouest,Contrecoeur,Quebec,331110,95.3
2020,Uniboard Canada Inc,"Uniboard Canada inc, usine Sayabec",SAYABEC,Quebec,321216,331.672
2021,Uniboard Canada Inc,"Uniboard Canada inc, usine Sayabec",Sayabec,Quebec,321216,429.862
2020,West Fraser Mills Ltd.,"Hinton Pulp, a division of West Fraser Mills Ltd.",HINTON,Alberta,322112,797.5659
2021,West Fraser Mills Ltd.,"Hinton Pulp, a division of West Fraser Mills Ltd.",Hinton,Alberta,322112,786.3818
2020,Lantic Inc. - Raffinerie Montréal,Lantic Inc. - Raffinerie Montréal,MONTRÉAL,Quebec,311310,91.86
2021,Lantic Inc. - Raffinerie Montréal,Lantic Inc. - Raffinerie Montréal,Montréal,Quebec,311310,89.43
2020,Rio Tinto Alcan Inc,Usine Laterrière,LATERRICRE,Quebec,331313,12.085
2021,Rio Tinto Alcan Inc,Usine Laterrière,Laterricre,Quebec,331313,11.909
2020,Rio Tinto Alcan Inc,Usine Grande-Baie,LA BAIE,Quebec,331313,54.6134
2021,Rio Tinto Alcan Inc,Usine Grande-Baie,La Baie,Quebec,331313,55.4364
2020,Suncor Enery Products Partenership ,Sarnia Refinery,SARNIA,Ontario,324110,777.0306
2021,Suncor Energy Products Partnership ,Sarnia Refinery,Sarnia,Ontario,324110,791.378608
2020,Compagnie WestRock du Canada Corp.,Usine de La Tuque,LA TUQUE,Quebec,322130,587.46
2021,Compagnie WestRock du Canada Corp.,Usine de La Tuque,La Tuque,Quebec,322130,492.13
2020,Canadian Nuclear Laboratories,Chalk River Laboratories,CHALK RIVER,Ontario,541990,60.4312
2021,Canadian Nuclear Laboratories,Chalk River Laboratories,Chalk River,Ontario,541990,54.626
2020,Ontario Power Generation Inc.,Pickering Nuclear - East Complex,PICKERING,Ontario,221113,26.27
2021,Ontario Power Generation Inc.,Pickering Nuclear - East Complex,Pickering,Ontario,221113,37.16
2020,Ontario Power Generation Inc.,Darlington Nuclear,BOWMANVILLE,Ontario,221113,15.3
2021,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Ontario,221113,9.56
2020,Domtar Inc.,Espanola Mill,ESPANOLA,Ontario,322121,1105.929
2021,Domtar Inc.,Espanola Mill,Espanola,Ontario,322121,1024.493
2020,Williams Operating Corporation,Williams Mine,MARATHON,Ontario,212220,35.949
2021,Williams Operating Corporation,Williams Mine,Marathon,Ontario,212220,28.2
2021,General Motors of Canada Company,St. Catharines Propulsion Plant,St. Catharines,Ontario,336310,77.881
2020,Ontario Power Generation Inc.,Atikokan Generating Station,ATIKOKAN,Ontario,221119,149.0
2021,Ontario Power Generation Inc.,Atikokan Generating Station,Atikokan,Ontario,221119,144.0
2020,Fibrek S.E.N.C.,Fibrek SENC,ST-FÉLICIEN,Quebec,322112,702.87
2021,Fibrek S.E.N.C.,Fibrek SENC,St-Félicien,Quebec,322112,668.99
2020,Agrium Inc.,Carseland Nitrogen Operations,WHEATLAND COUNTY,Alberta,325313,1301.4
2021,Agrium Inc.,Carseland Nitrogen Operations,Wheatland County,Alberta,325313,1255.1
2020,Owens Corning Composite Materials Canada LP,Guelph Glass Plant,GUELPH,Ontario,327214,21.6711
2021,Owens Corning Composite Materials Canada LP,Guelph Glass Plant,Guelph,Ontario,327214,21.9503
2020,McCain Foods Canada Ltd.,"FLORENCEVILLE, NEW BRUNSWICK",FLORENCEVILLE-BRISTOL,New Brunswick,311410,57.4
2021,McCain Foods Canada Ltd.,"FLORENCEVILLE, NEW BRUNSWICK",Florenceville-Bristol,New Brunswick,311410,48.4
2020,McCain Foods Canada Ltd.,McCain Foods (Canada) GRAND FALLS,GRAND FALLS,New Brunswick,311990,60.82
2021,McCain Foods Canada Ltd.,McCain Foods (Canada) GRAND FALLS,Grand Falls,New Brunswick,311990,62.173
2020,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,LOGAN LAKE,British Columbia,212233,317.9
2021,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,Logan Lake,British Columbia,212233,266.73
2020,Irving Paper Limited,Irving Paper,SAINT JOHN,New Brunswick,322121,180.74
2021,Irving Paper Limited,Irving Paper,Saint John,New Brunswick,322121,180.0
2020,Rio Tinto Alcan Inc,Usine Arvida,SAGUENAY,Quebec,331313,255.17
2021,Rio Tinto Alcan Inc,Usine Arvida,Saguenay,Quebec,331313,247.14
2020,"Ford Motor Company of Canada, Limited",Ford Oakville Assembly Complex,OAKVILLE,Ontario,336110,52.8268
2021,"Ford Motor Company of Canada, Limited",Ford Oakville Assembly Complex,Oakville,Ontario,336110,51.367
2020,INVISTA (Canada) Company,INVISTA (Canada) Company,KINGSTON,Ontario,325220,53.1
2021,INVISTA (Canada) Company,Kingston Site,Kingston,Ontario,325220,68.084
2020,Michelin North America (Canada),Pictou County Plant,NEW GLASGOW,Nova Scotia,326210,7.37
2021,Michelin North America (Canada),Pictou County Plant,New Glasgow,Nova Scotia,326210,8.78
2020,Michelin North America (Canada),Bridgewater Plant,BRIDGEWATER,Nova Scotia,326210,13.2
2021,Michelin North America (Canada),Bridgewater Plant,Bridgewater,Nova Scotia,326210,13.6
2020,Michelin North America (Canada),Waterville Plant,WATERVILLE,Nova Scotia,326210,16.35
2021,Michelin North America (Canada),Waterville Plant,Waterville,Nova Scotia,326210,17.87
2020,FCA Canada Inc.,Windsor Assembly Plant,WINDSOR,Ontario,336110,44.736
2021,FCA Canada Inc.,FCA Canada Inc. - Windsor Assembly Plant,Windsor,Ontario,336110,39.52337
2020,General Motors of Canada Company,CAMI Assembly Plant,INGERSOLL,Ontario,336110,23.369
2021,National Silicates Partnership,Whitecourt,Whitecourt,Alberta,325189,0.6487999999999999
2020,Chemtrade Logistics Inc.,Chemtrade Electrochem - Brandon,BRANDON,Manitoba,325189,59.4
2021,Chemtrade Logistics Inc.,Chemtrade Electrochem - Brandon,Brandon,Manitoba,325189,62.9
2020,Chemtrade Logistics Inc.,Chemtrade Electrochem - North Vancouver Chlor-alkali Facility,NORTH VANCOUVER,British Columbia,325181,8.42
2021,Chemtrade Logistics Inc.,Chemtrade Electrochem - North Vancouver Chlor-alkali Facility,North Vancouver,British Columbia,325181,6.98
2020,Lehigh Hanson Materials Limited,Picton  Plant,PICTON,Ontario,327310,1788.372
2021,Lehigh Hanson Materials Limited,Picton  Plant,Picton,Ontario,327310,1391.569
2020,Ville de Montréal,Station d'épuration des eaux usées Jean-R.-Marcotte,MONTRÉAL,Quebec,221320,191.851
2021,Ville de Montréal,Station d'épuration des eaux usées Jean-R.-Marcotte,Montréal,Quebec,221320,172.572
2020,Glencore Canada Corporation,Glencore Canada Corporation - Fonderie Horne,ROUYN-NORANDA,Quebec,331410,299.3016
